,Name,club,Appearances,Wins,Losses,Clean sheets,Goals conceded,Tackles,Tackle success (%),Last man tackles,Blocked shots,Interceptions,Clearances,Headed clearances,Clearances off the line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goals,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Free-kicks scored,Shots,Shots on target,Shot accuracy,Hit the woodwork,Big chances missed,Yellow cards,Red cards,Fouls commited,Offsides,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy (%),Through balls,Accurate long balls
514,Achraf Lazaar,['Newcastle United'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
515,Valentino Lazaro,"['Newcastle United (Loan)', 'Newcastle United (Loan)']",13,3,6,No value,No value,13,69%,No value,1,3,3,1,No value,27,25,27,8,2,6,No value,0,1,0.08,0,0,1,0,0,4,1,25%,1,0,0,1,3,0,0,170,13.08,0,13,31%,0,8
516,Adam Leathers,['Leicester City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
517,Adam Legzdins,['Burnley'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
518,Moritz Leitner,['Norwich City'],9,1,7,No value,No value,16,56%,No value,2,9,8,2,No value,56,38,36,7,5,4,No value,0,0,0.00,0,0,0,0,0,8,0,0%,2,0,1,0,8,0,0,563,62.56,0,5,20%,1,19
519,Florian Lejeune,['Newcastle United'],6,1,3,1,10,8,25%,0,0,10,13,8,0,35,24,19,4,10,7,0,2,2,No value,0,1,1,No value,No value,No value,No value,No value,0,No value,0,0,6,0,0,197,32.83,0,3,0%,0,14
520,Mario Lemina,"['Southampton', 'Southampton', 'Southampton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
521,Aaron Lennon,['Burnley'],16,6,7,No value,No value,14,57%,No value,0,8,3,0,No value,24,26,29,3,2,9,No value,0,0,0.00,0,0,0,0,0,1,0,0%,0,0,4,0,10,0,0,118,7.38,0,8,13%,0,2
522,Bernd Leno,['Arsenal'],30,9,8,7,39,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,2,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0,0,No value,0,800,26.67,No value,No value,No value,No value,74
523,Léo Bonatini,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
524,Jefferson Lerma,['AFC Bournemouth'],33,9,18,No value,No value,54,59%,No value,9,57,51,29,No value,270,173,144,26,57,51,No value,0,1,0.03,1,0,0,0,0,30,2,7%,1,0,11,1,42,1,2,"1,398",42.36,2,6,0%,0,96
525,Thakgalo Leshabela,"['Leicester City', 'Leicester City', 'Leicester City']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
526,Dylan Levitt,"['Manchester United', 'Manchester United']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
527,Adam Lewis,"['Liverpool', 'Liverpool', 'Liverpool']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
528,Lewis Cook,['AFC Bournemouth'],27,6,17,No value,No value,27,52%,No value,4,17,15,8,No value,109,74,107,24,12,14,No value,0,0,0.00,0,0,0,0,0,9,2,22%,0,0,5,0,23,0,0,720,26.67,0,8,13%,5,42
529,Stephan Lichtsteiner,['Arsenal'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
530,Anders Lindegaard,['Burnley'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
531,Victor Lindelöf,['Manchester United'],35,17,6,12,32,29,52%,0,1,26,122,58,0,215,135,78,4,96,50,1,0,1,No value,1,0,0,No value,No value,No value,No value,No value,0,No value,6,0,22,0,0,"2,094",59.83,0,2,0%,2,75
532,Jesse Lingard,['Manchester United'],22,9,6,No value,No value,15,53%,No value,10,3,0,0,No value,37,41,72,13,2,12,No value,0,1,0.05,0,0,1,0,0,22,6,27%,0,2,3,0,28,0,0,391,17.77,1,7,0%,4,4
533,Fernando Llorente,['Tottenham Hotspur'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
534,Hugo Lloris,['Tottenham Hotspur'],21,11,4,6,21,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,2,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,474,22.57,No value,No value,No value,No value,122
535,Giovani Lo Celso,"['Tottenham Hotspur', 'Tottenham Hotspur (Loan)']",28,10,8,No value,No value,51,57%,No value,6,9,17,8,No value,123,136,145,32,8,22,No value,0,0,0.00,0,0,0,0,0,18,3,17%,0,1,6,0,28,0,2,965,34.46,1,57,21%,8,42
536,Jürgen Locadia,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion (Loan)']",2,1,1,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,2,1,50%,1,1,0,0,0,0,0,19,9.50,0,1,No value,No value,No value
537,Ruben Loftus-Cheek,['Chelsea'],7,5,2,No value,No value,0,0%,No value,0,2,2,1,No value,13,9,11,4,2,3,No value,0,0,0.00,0,0,0,0,0,4,0,0%,0,1,0,0,2,0,1,132,18.86,1,1,0%,1,5
538,Andy Lonergan,"['Liverpool', 'Liverpool']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
539,Kevin Long,['Burnley'],8,3,2,2,5,7,71%,0,1,4,30,15,0,23,40,35,1,28,23,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,9,0,0,200,25.00,0,0,0%,0,11
540,Ryan Longman,"['Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
541,Luis Longstaff,"['Liverpool', 'Liverpool']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
542,Ademola Lookman,['Everton'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
543,Jonas Lössl,"['Everton (Loan)', 'Everton', 'Everton']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
544,Dejan Lovren,"['Liverpool', 'Liverpool']",10,8,1,0,11,13,62%,2,1,10,41,18,0,51,70,36,1,49,27,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,4,0,1,680,68.00,1,0,0%,2,28
545,Matthew Lowton,['Burnley'],17,5,8,6,31,41,54%,0,0,27,52,30,0,72,82,47,9,22,14,0,1,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,2,0,14,0,1,551,32.41,2,45,20%,2,41
546,Lucas Moura,['Tottenham Hotspur'],35,15,11,No value,No value,57,No value,No value,21,15,25,18,No value,No value,No value,No value,No value,No value,No value,No value,No value,4,0.11,1,2,1,0,0,56,14,25%,0,6,3,0,30,5,4,773,22.09,6,21,No value,No value,No value
547,Lucas Perri,['Crystal Palace (Loan)'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
548,Lucas Piazon,"['Chelsea', 'Chelsea']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
549,Romelu Lukaku,['Manchester United'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
550,Dodi Lukébakio,['Watford'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
551,John Lundstram,['Sheffield United'],34,12,11,No value,No value,46,65%,No value,10,33,43,22,No value,157,99,136,18,24,33,No value,0,5,0.15,0,4,1,0,0,43,10,23%,1,4,5,0,27,7,3,"1,176",34.59,8,55,18%,3,86
552,Brooklyn Lyons-Foster,['Tottenham Hotspur'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
553,Ian Maatsen,"['Chelsea', 'Chelsea', 'Chelsea']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
554,Alexis Mac Allister,"['Brighton and Hove Albion', 'Brighton and Hove Albion', 'Brighton and Hove Albion']",9,3,2,No value,No value,9,56%,No value,3,1,1,0,No value,15,17,22,2,3,5,No value,0,0,0.00,0,0,0,0,0,7,1,14%,0,1,0,0,4,1,0,98,10.89,0,23,13%,0,2
555,Matt Macey,['Arsenal'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
556,James Maddison,['Leicester City'],31,15,9,No value,No value,59,51%,No value,30,9,5,1,No value,162,205,162,51,7,24,No value,0,6,0.19,0,4,2,0,1,74,18,24%,1,6,4,0,36,4,3,"1,473",47.52,8,221,27%,19,72
557,Jacob Maddox,"['Southampton (Loan)', 'Southampton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
558,Gary Madine,['Sheffield United (Loan)'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
559,Harry Maguire,"['Manchester United', 'Leicester City']",38,18,8,13,36,37,62%,0,6,72,157,94,0,237,240,128,8,176,71,0,0,1,No value,1,0,0,No value,No value,No value,No value,No value,0,No value,6,0,33,6,1,"2,519",66.29,2,2,0%,1,169
560,Connor Mahoney,['AFC Bournemouth'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
561,Riyad Mahrez,['Manchester City'],33,22,8,No value,No value,28,No value,No value,23,18,7,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,11,0.33,0,3,8,1,2,74,32,43%,1,5,0,0,13,13,9,"1,097",33.24,18,88,No value,No value,No value
562,Archie Mair,['Norwich City'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
563,Ainsley Maitland-Niles,['Arsenal'],20,9,4,No value,No value,41,56%,No value,1,28,32,12,No value,86,90,81,19,17,12,No value,0,0,0.00,0,0,0,0,0,4,1,25%,0,1,4,1,15,0,2,840,42.00,2,18,33%,2,35
564,Sadio Mané,['Liverpool'],35,29,3,No value,No value,44,No value,No value,11,13,7,3,No value,No value,No value,No value,No value,No value,No value,No value,No value,18,0.51,2,11,5,0,0,77,36,47%,2,18,3,0,46,14,7,"1,104",31.54,10,49,No value,No value,No value
565,Eliaquim Mangala,['Manchester City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
566,Javier Manquillo,['Newcastle United'],21,6,8,6,21,39,67%,0,1,18,48,20,0,83,79,61,13,16,16,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,5,0,18,1,1,475,22.62,0,45,11%,0,17
567,Marc Guehi,"['Chelsea', 'Chelsea']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
568,Solly March,['Brighton and Hove Albion'],19,3,8,No value,No value,25,48%,No value,6,20,10,5,No value,63,67,82,16,15,20,No value,0,0,0.00,0,0,0,0,0,21,8,38%,0,1,2,0,10,2,1,492,25.89,1,67,19%,1,25
569,Pablo Marí,"['Arsenal', 'Arsenal (Loan)', 'Arsenal (Loan)']",2,1,1,1,0,2,50%,0,0,1,9,6,0,9,6,4,0,4,3,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,2,0,0,100,50.00,0,0,0%,0,8
570,Adrian Mariappa,['Watford'],20,4,12,3,33,20,70%,0,1,11,68,35,0,49,70,72,1,42,30,1,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,4,1,20,2,0,462,23.10,0,22,23%,0,25
571,Lazar Markovic,['Liverpool'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
572,Christian Marques,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
573,George Marsh,['Tottenham Hotspur U21'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
574,Ben Marshall,['Norwich City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
575,Anthony Martial,['Manchester United'],32,16,6,No value,No value,15,No value,No value,21,5,15,10,No value,No value,No value,No value,No value,No value,No value,No value,No value,17,0.53,2,12,3,0,0,80,40,50%,2,10,1,0,28,12,6,712,22.25,8,11,No value,No value,No value
576,Josh Martin,['Norwich City'],5,0,5,No value,No value,1,No value,No value,0,1,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,0,1,0,0,15,3.00,0,0,No value,No value,No value
577,Adam Masina,['Watford'],26,7,14,4,31,38,58%,0,2,28,59,31,2,99,126,101,9,68,33,0,0,1,No value,0,0,1,No value,No value,No value,No value,No value,0,No value,3,0,26,2,0,697,26.81,0,69,20%,1,46
578,Joe Mason,['Wolverhampton Wanderers'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
579,Mason Bloomfield,['Norwich City'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
580,Ntumba Massanka,['Burnley'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
581,Arthur Masuaku,['West Ham United'],17,5,7,1,18,41,56%,0,0,14,22,10,0,74,89,76,27,12,14,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,4,1,10,0,1,503,29.59,2,25,20%,2,17
582,Juan Mata,['Manchester United'],19,6,7,No value,No value,7,43%,No value,2,0,1,0,No value,33,24,32,5,2,6,No value,0,0,0.00,0,0,0,0,0,10,2,20%,0,1,1,0,7,4,2,511,26.89,3,23,30%,4,21
583,Luke Matheson,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
584,Nemanja Matic,['Manchester United'],21,12,4,No value,No value,46,52%,No value,2,22,26,16,No value,146,110,93,20,29,23,No value,0,0,0.00,0,0,0,0,0,7,2,29%,1,0,3,0,27,0,2,"1,265",60.24,0,3,67%,2,46
585,Joel Matip,['Liverpool'],9,7,0,2,5,13,69%,0,0,12,37,24,0,51,66,21,2,47,5,0,0,1,No value,1,0,0,No value,No value,No value,No value,No value,0,No value,0,0,7,0,0,553,61.44,0,1,0%,0,26
586,Matthew Longstaff,"['Newcastle United', 'Newcastle United', 'Newcastle United U21']",9,2,4,No value,No value,3,33%,No value,1,5,3,1,No value,38,17,29,3,6,5,No value,0,2,0.22,0,2,0,0,0,4,2,50%,1,0,1,0,6,0,0,255,28.33,1,2,50%,1,10
587,Matthew Smith,"['Arsenal', 'Arsenal U21']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
588,Neal Maupay,"['Brighton and Hove Albion', 'Brighton and Hove Albion']",37,9,15,No value,No value,20,No value,No value,31,4,8,3,No value,No value,No value,No value,No value,No value,No value,No value,No value,10,0.27,3,2,5,1,0,96,38,40%,1,10,3,0,38,15,3,668,18.05,3,12,No value,No value,No value
589,Konstantinos Mavropanos,['Arsenal'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
590,James McArthur,['Crystal Palace'],37,11,16,No value,No value,88,58%,No value,8,60,47,17,No value,185,195,250,29,45,75,No value,0,0,0.00,0,0,0,0,0,28,6,21%,0,2,6,0,57,4,3,"1,428",38.59,3,44,16%,4,62
591,Oliver McBurnie,['Sheffield United'],36,14,12,No value,No value,37,No value,No value,7,15,40,35,No value,No value,No value,No value,No value,No value,No value,No value,No value,6,0.17,2,4,0,0,0,50,25,50%,0,10,4,0,28,5,0,617,17.14,2,9,No value,No value,No value
592,Sam McCallum,"['Norwich City', 'Norwich City']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
593,James McCarthy,"['Crystal Palace', 'Everton']",33,9,15,No value,No value,82,57%,No value,3,24,10,1,No value,133,122,98,7,15,19,No value,0,0,0.00,0,0,0,0,0,12,3,25%,0,0,9,0,31,0,0,783,23.73,1,35,31%,0,53
594,Ross McCormack,['Aston Villa'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
595,George McEachran,['Chelsea U21'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
596,John McGinn,['Aston Villa'],28,6,15,No value,No value,53,66%,No value,12,25,15,6,No value,151,191,177,53,19,31,No value,0,3,0.11,0,0,3,0,0,55,20,36%,2,4,3,0,37,0,3,715,25.54,3,66,21%,3,82
597,David McGoldrick,['Sheffield United'],28,10,8,No value,No value,41,No value,No value,8,3,23,17,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.07,0,1,1,0,0,46,20,43%,0,15,2,0,30,12,2,610,21.79,4,8,No value,No value,No value
598,Michael McGovern,['Norwich City'],2,0,2,0,6,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,40,20.00,No value,No value,No value,No value,4
599,Giovanni McGregor,"['Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
600,Harry McKirdy,['Aston Villa'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
601,Kenny McLean,['Norwich City'],37,4,27,No value,No value,44,66%,No value,7,38,64,47,No value,191,225,197,31,96,96,No value,1,1,0.03,1,0,0,0,0,30,10,33%,2,0,5,0,24,1,1,"1,680",45.41,5,53,21%,9,81
602,Dwight McNeil,['Burnley'],38,15,14,No value,No value,47,No value,No value,16,30,27,11,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.05,0,0,2,0,0,48,14,29%,2,1,5,0,29,0,6,"1,029",27.08,12,257,No value,No value,No value
603,Sam McQueen,"['Southampton', 'Southampton', 'Southampton', 'Southampton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
604,Scott McTominay,['Manchester United'],27,14,5,No value,No value,43,51%,No value,12,31,33,20,No value,147,170,124,31,44,31,No value,1,4,0.15,0,3,1,0,0,29,10,34%,0,1,2,0,36,0,1,"1,011",37.44,2,14,21%,2,62
605,Zech Medley,"['Arsenal', 'Arsenal', 'Arsenal']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
606,Ben Mee,['Burnley'],32,13,13,13,45,41,54%,0,4,42,160,80,0,176,195,125,6,131,90,0,2,1,No value,1,0,0,No value,No value,No value,No value,No value,1,No value,7,0,25,3,1,"1,257",39.28,3,3,33%,0,102
607,D'Mani Mellor,"['Manchester United', 'Manchester United']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
608,Nampalys Mendy,"['Leicester City', 'Leicester City']",7,4,2,No value,No value,7,71%,No value,0,6,4,2,No value,32,21,10,1,5,2,No value,0,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,0,4,0,0,209,29.86,0,2,100%,0,10
609,Teden Mengi,"['Manchester United', 'Manchester United']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
610,Chris Mepham,['AFC Bournemouth'],12,2,8,1,19,20,45%,1,1,17,62,35,0,54,61,43,3,33,23,0,1,1,No value,0,1,0,No value,No value,No value,No value,No value,0,No value,1,0,11,1,0,500,41.67,0,3,33%,0,19
611,Max Meyer,['Crystal Palace'],17,2,10,No value,No value,19,58%,No value,2,7,2,0,No value,27,43,47,6,2,9,No value,0,0,0.00,0,0,0,0,0,9,2,22%,0,0,1,0,6,2,0,201,11.82,0,9,11%,0,3
612,Matt Miazga,"['Chelsea', 'Chelsea', 'Chelsea', 'Chelsea']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
613,Simon Mignolet,['Liverpool'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
614,Luka Milivojevic,['Crystal Palace'],31,8,15,No value,No value,61,52%,No value,10,42,37,14,No value,179,128,144,7,35,28,No value,0,3,0.10,0,3,0,2,1,31,9,29%,0,0,12,0,50,1,1,"1,433",46.23,1,144,22%,3,104
615,Liam Millar,"['Liverpool', 'Liverpool', 'Liverpool']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
616,James Milner,['Liverpool'],22,21,0,No value,No value,16,63%,No value,2,7,16,7,No value,63,51,50,10,13,13,No value,0,2,0.09,0,2,0,2,0,12,4,33%,0,1,4,0,11,1,2,747,33.95,1,20,10%,3,49
617,Yerry Mina,['Everton'],29,10,12,4,37,39,56%,0,6,28,98,58,0,131,170,97,6,114,70,1,0,2,No value,1,1,0,No value,No value,No value,No value,No value,0,No value,3,0,20,2,1,"1,361",46.93,2,4,0%,1,108
