,Name,club,Appearances,Wins,Losses,Clean sheets,Goals conceded,Tackles,Tackle success (%),Last man tackles,Blocked shots,Interceptions,Clearances,Headed clearances,Clearances off the line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goals,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Free-kicks scored,Shots,Shots on target,Shot accuracy,Hit the woodwork,Big chances missed,Yellow cards,Red cards,Fouls commited,Offsides,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy (%),Through balls,Accurate long balls
360,Sead Haksabanovic,['West Ham United'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
361,Sébastien Haller,['West Ham United'],32,9,16,No value,No value,22,No value,No value,10,8,26,22,No value,No value,No value,No value,No value,No value,No value,No value,No value,7,0.22,0,5,2,0,0,56,27,48%,0,6,1,0,46,18,1,767,23.97,2,8,No value,No value,No value
362,Ethan Hamilton,"['Manchester United', 'Manchester United']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
363,Grant Hanley,['Norwich City'],15,3,9,2,25,24,63%,0,1,31,76,44,0,56,89,38,2,44,18,1,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,4,0,12,0,0,658,43.87,0,0,0%,0,32
364,Joseph Hardy,"['Liverpool', 'Liverpool']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
365,Nathan Harker,['Newcastle United'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
366,Joe Hart,['Burnley'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
367,Taylor Harwood-Bellis,"['Manchester City', 'Manchester City', 'Manchester City']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
368,Kortney Hause,"['Aston Villa', 'Aston Villa (Loan)', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers']",18,3,11,No value,No value,21,43%,No value,2,20,94,51,No value,109,138,77,9,100,35,No value,1,1,0.06,0,1,0,0,0,20,3,15%,0,3,3,0,24,1,0,799,44.39,1,0,0%,1,62
369,Kaine Hayden,"['Aston Villa', 'Aston Villa']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
370,Tom Heaton,"['Aston Villa', 'Burnley']",20,6,11,4,35,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,1,No value,0,527,26.35,No value,No value,No value,No value,118
371,Michael Hector,"['Chelsea', 'Chelsea']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
372,Philip Heise,"['Norwich City', 'Norwich City']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
373,Hélder Costa,"['Wolverhampton Wanderers', 'Wolverhampton Wanderers', 'Wolverhampton Wanderers']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
374,Tomer Hemed,"['Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
375,Stephen Henderson,"['Crystal Palace (Loan)', 'Crystal Palace', 'Crystal Palace']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
376,Jeff Hendrick,['Burnley'],24,10,8,No value,No value,18,56%,No value,8,20,15,7,No value,107,81,108,22,26,17,No value,0,2,0.08,0,2,0,0,0,22,6,27%,0,2,8,0,17,4,2,545,22.71,2,30,23%,1,18
377,Ben Heneghan,"['Sheffield United', 'Sheffield United']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
378,Wayne Hennessey,['Crystal Palace'],3,0,2,0,8,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,97,32.33,No value,No value,No value,No value,35
379,Dion Henry,"['Crystal Palace', 'Crystal Palace']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
380,Rushian Marcus Amari Hepburn-Murphy,['Aston Villa'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
381,Onel Hernández,['Norwich City'],26,1,19,No value,No value,27,70%,No value,12,19,9,2,No value,75,93,132,42,6,29,No value,0,1,0.04,0,1,0,0,0,29,8,28%,1,2,0,0,14,8,2,311,11.96,0,26,4%,0,2
382,Ander Herrera,['Manchester United'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
383,Jake Hesketh,"['Southampton', 'Southampton', 'Southampton', 'Southampton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
384,Heurelho Gomes,"['Watford', 'Watford']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
385,Mateusz Hewelt,['Everton'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
386,Gonzalo Higuaín,['Chelsea (Loan)'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
387,Thomas Hill,"['Liverpool', 'Liverpool']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
388,Kaylen Hinds,['Watford'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
389,George Hirst,"['Leicester City', 'Leicester City']",2,0,2,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,3,1,33%,0,0,0,0,0,0,0,5,2.50,0,0,No value,No value,No value
390,Wesley Hoedt,"['Southampton', 'Southampton', 'Southampton', 'Southampton']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
391,Ki-Jana Hoever,"['Liverpool', 'Liverpool', 'Liverpool']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
392,Scott Hogan,"['Sheffield United (Loan)', 'Aston Villa']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
393,Rob Holding,['Arsenal'],8,4,3,1,9,4,50%,0,0,5,43,26,0,22,25,24,2,16,14,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,4,0,0,351,43.88,0,0,0%,0,20
394,José Holebas,"['Watford', 'Watford']",14,2,8,1,28,26,58%,0,1,3,29,19,0,44,74,72,7,36,21,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,5,0,18,0,0,414,29.57,0,71,24%,0,14
395,Mason Holgate,"['Everton', 'Everton']",27,11,8,5,34,44,59%,0,1,34,94,39,1,126,120,70,10,44,36,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,5,0,17,1,3,"1,058",39.19,3,2,50%,2,113
396,Nathan Holland,"['West Ham United', 'West Ham United', 'West Ham United', 'West Ham United U21']",2,0,2,No value,No value,3,33%,No value,0,0,0,0,No value,1,7,2,3,0,1,No value,0,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,0,11,5.50,0,2,0%,0,0
397,Ricky Holmes,['Sheffield United'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
398,Nathaniel Shio Hong Wan,['Wolverhampton Wanderers'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
399,Conor Hourihane,['Aston Villa'],27,7,13,No value,No value,16,63%,No value,13,9,26,9,No value,72,53,48,4,13,9,No value,0,3,0.11,0,0,3,0,1,29,10,34%,1,1,4,0,14,4,5,612,22.67,8,112,25%,1,20
400,Callum Hudson-Odoi,['Chelsea U21'],22,12,7,No value,No value,10,40%,No value,11,5,4,2,No value,32,52,66,27,2,11,No value,0,1,0.05,0,1,0,0,0,21,4,19%,1,1,1,0,11,3,5,412,18.73,6,63,27%,0,29
401,Will Hughes,['Watford'],30,6,17,No value,No value,75,63%,No value,10,37,26,13,No value,127,170,166,24,25,32,No value,0,1,0.03,0,1,0,0,0,27,3,11%,0,1,9,0,53,1,1,840,28.00,2,69,29%,1,11
402,Jordan Hugill,"['West Ham United', 'West Ham United']",0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
403,Cameron Humphreys-Grant,['Manchester City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
404,Joseph Hungbo,['Watford'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
405,James Husband,"['Norwich City', 'Norwich City']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
406,Alan Hutton,['Aston Villa'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
407,Emerson Hyndman,['AFC Bournemouth'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
408,Pierre-Emile Højbjerg,"['Southampton U21', 'Southampton']",33,12,15,No value,No value,80,61%,No value,10,46,49,23,No value,326,210,178,40,55,43,No value,0,0,0.00,0,0,0,0,0,46,11,24%,0,5,5,0,46,1,1,"1,823",55.24,0,27,33%,4,106
409,Jordon Ibe,['AFC Bournemouth'],2,0,2,No value,No value,2,100%,No value,0,0,1,0,No value,6,5,2,1,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,17,8.50,0,3,33%,0,0
410,Vicente Iborra,['Leicester City'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
411,Adam Idah,['Norwich City'],12,0,11,No value,No value,2,No value,No value,1,0,1,1,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,6,2,33%,1,1,0,0,2,1,0,48,4.00,0,0,No value,No value,No value
412,Idrissa Gueye,['Everton'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
413,Odion Ighalo,['Manchester United (Loan)'],11,8,0,No value,No value,2,No value,No value,1,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,7,4,57%,1,4,0,0,1,1,0,25,2.27,0,0,No value,No value,No value
414,Kelechi Iheanacho,['Leicester City'],20,7,8,No value,No value,3,No value,No value,7,3,7,6,No value,No value,No value,No value,No value,No value,No value,No value,No value,5,0.25,2,2,1,0,0,36,20,56%,0,5,1,0,24,9,3,267,13.35,3,2,No value,No value,No value
415,Iker Pozo,['Manchester City U21'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
416,Dejan Iliev,"['Arsenal', 'Arsenal']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
417,Danny Ings,"['Southampton (Loan)', 'Southampton']",38,15,16,No value,No value,42,No value,No value,27,9,24,16,No value,No value,No value,No value,No value,No value,No value,No value,No value,22,0.58,0,13,8,1,0,93,38,41%,6,8,3,0,36,12,2,643,16.92,2,29,No value,No value,No value
418,Ryan Inniss,"['Crystal Palace', 'Crystal Palace', 'Crystal Palace', 'Crystal Palace']",0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
419,Isaac Success,['Watford'],5,1,3,No value,No value,0,No value,No value,0,1,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,1,1,100%,0,0,1,0,2,0,0,17,3.40,0,2,No value,No value,No value
420,Ivan Cavaleiro,['Wolverhampton Wanderers'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
421,Daniel Iversen,['Leicester City'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
422,Ivo Pinto,['Norwich City'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
423,Alex Iwobi,"['Everton', 'Arsenal']",25,7,12,No value,No value,25,No value,No value,5,14,10,5,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,0.04,1,0,0,0,0,23,10,43%,2,3,0,0,12,0,0,557,22.28,2,48,No value,No value,No value
424,José Izquierdo,['Brighton and Hove Albion'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
425,Jaroslaw Jach,['Crystal Palace'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
426,Phil Jagielka,"['Sheffield United', 'Sheffield United', 'Everton']",6,4,1,0,6,5,80%,0,0,4,19,10,0,16,24,7,0,15,4,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,1,0,0,75,12.50,0,1,100%,0,4
427,Alireza Jahanbakhsh,['Brighton and Hove Albion'],10,2,4,No value,No value,8,No value,No value,4,3,1,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.20,0,2,0,0,0,12,2,17%,0,0,0,0,2,1,0,112,11.20,2,24,No value,No value,No value
428,Eldin Jakupovic,['Leicester City'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
429,Reece James,['Chelsea U21'],24,14,7,4,23,36,64%,0,6,22,22,10,0,104,123,113,30,36,44,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,1,No value,1,0,22,1,2,"1,016",42.33,6,109,24%,0,40
430,Andi Janjeva,['Watford'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
431,Alexandre Jankewitz,"['Southampton', 'Southampton', 'Southampton']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
432,Daryl Janmaat,['Watford'],8,1,2,3,5,14,71%,0,2,7,19,5,0,38,22,17,5,2,1,1,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,1,0,5,0,1,267,33.38,1,24,29%,0,8
433,Vincent Janssen,['Tottenham Hotspur'],0,0,0,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,No value,No value,No value
434,Vitezslav Jaros,"['Liverpool', 'Liverpool', 'Liverpool']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
435,Mile Jedinak,['Aston Villa'],0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
436,Carl Jenkinson,['Arsenal'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
437,Teddy Jenks,"['Brighton and Hove Albion', 'Brighton and Hove Albion']",0,0,0,No value,No value,0,0%,No value,0,0,0,0,No value,0,0,0,0,0,0,No value,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0
438,Lukas Jensen,"['Burnley', 'Burnley']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
439,Jiang Guangtai,['Everton'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
440,Roberto Jiménez,"['West Ham United', 'West Ham United']",8,0,6,0,17,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,1,2,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,203,25.38,No value,No value,No value,No value,49
441,João Cancelo,['Manchester City'],17,12,4,5,11,40,60%,0,3,21,16,12,0,99,104,79,37,19,22,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,4,0,17,0,0,"1,010",59.41,6,47,15%,0,38
442,João Moutinho,['Wolverhampton Wanderers'],38,15,9,No value,No value,93,54%,No value,5,50,17,6,No value,248,152,183,15,21,26,No value,0,1,0.03,0,1,0,0,1,22,6,27%,0,0,7,0,40,3,6,"1,839",48.39,9,221,30%,5,152
443,João Pedro,['Watford'],3,0,3,No value,No value,0,No value,No value,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,0,1,0,0,9,3.00,0,3,No value,No value,No value
444,João Virgínia,"['Everton', 'Everton (Loan)']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
445,Joel Pereira,"['Manchester United', 'Manchester United']",0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
446,Joelinton,['Newcastle United'],38,11,16,No value,No value,34,No value,No value,12,11,30,19,No value,No value,No value,No value,No value,No value,No value,No value,No value,2,0.05,0,1,1,0,0,50,15,30%,1,8,7,0,32,20,2,820,21.58,3,6,No value,No value,No value
447,Viktor Johansson,['Leicester City'],0,0,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,No value,0,0,0,No value,0,0,0.00,No value,No value,No value,No value,0
448,Cameron John,['Wolverhampton Wanderers'],0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No value,0,0,0,No value,No value,No value,No value,No value,0,No value,0,0,0,0,0,0,0.00,0,0,0%,0,0
